Modo de Envio,Segmento,Cidade,Estado,Código Postal,Região,Categoria,Subcategoria,Vendas,Quantidade,Desconto,Lucro
Classe Padrão,Consumidor,New York City,New York,10035,Leste,Mobílias,Estantes,353.568,2,0.2,-44.196
Classe Padrão,Consumidor,New York City,New York,10035,Leste,Mobílias,Mobiliário,13.96,2,0.0,6.7008
Segunda Classe,Consumidor,Oxnard,California,93030,Oeste,Técnologia,Acessórios,82.95,5,0.0,29.0325
Segunda Classe,Corporativo,Los Angeles,California,90036,Oeste,Itens de Escritório,Arte,39.68,2,0.0,10.3168
Classe Padrão,Consumidor,Oakland,California,94601,Oeste,Técnologia,Acessórios,479.97,3,0.0,177.5889
Classe Padrão,Consumidor,Edmonds,Washington,98026,Oeste,Itens de Escritório,Etiquetas,7.38,2,0.0,3.4686
Classe Padrão,Consumidor,Edmonds,Washington,98026,Oeste,Itens de Escritório,Ficharios,14.256,3,0.2,4.455
Classe Padrão,Consumidor,Edmonds,Washington,98026,Oeste,Itens de Escritório,Papel,81.98,2,0.0,40.1702
Classe Padrão,Consumidor,Edmonds,Washington,98026,Oeste,Itens de Escritório,Ficharios,39.624,3,0.2,13.8684
Classe Padrão,Corporativo,Los Angeles,California,90004,Oeste,Mobílias,Mesas,399.672,7,0.2,-14.9877
Segunda Classe,Corporativo,New York City,New York,10024,Leste,Itens de Escritório,Armazenamento,65.12,4,0.0,16.9312
Segunda Classe,Consumidor,Dallas,Texas,75217,Central,Mobílias,Mobiliário,30.56,5,0.6,-19.864
Classe Padrão,Corporativo,Franklin,Tennessee,37064,Sul,Itens de Escritório,Eletrodomésticos,20.768,2,0.2,2.3364
Classe Padrão,Consumidor,Phoenix,Arizona,85023,Oeste,Itens de Escritório,Armazenamento,39.808,4,0.2,3.9808
Classe Padrão,Consumidor,Miami,Florida,33178,Sul,Itens de Escritório,Ficharios,121.104,6,0.7,-100.92
Classe Padrão,Consumidor,Miami,Florida,33178,Sul,Técnologia,Acessórios,111.96,5,0.2,-1.3995
Classe Padrão,Corporativo,Colorado Springs,Colorado,80906,Oeste,Itens de Escritório,Papel,15.696,3,0.2,5.1012
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Itens de Escritório,Armazenamento,70.26,3,0.0,18.9702
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Técnologia,Acessórios,90.0,5,0.0,16.2
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Itens de Escritório,Ficharios,6.096,2,0.2,2.0574
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Mobílias,Mesas,481.176,2,0.4,-120.294
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Itens de Escritório,Fixadores,7.24,4,0.0,2.3892
Primeira Classe,Consumidor,Bethlehem,Pennsylvania,18018,Leste,Mobílias,Estantes,177.45,5,0.5,-78.078
Primeira Classe,Consumidor,Bethlehem,Pennsylvania,18018,Leste,Itens de Escritório,Ficharios,1369.764,6,0.7,-913.176
Primeira Classe,Consumidor,Bethlehem,Pennsylvania,18018,Leste,Itens de Escritório,Eletrodomésticos,9.48,3,0.2,0.711
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19140,Leste,Mobílias,Estantes,130.98,2,0.5,-89.0664
Primeira Classe,Consumidor,Louisville,Kentucky,40214,Sul,Itens de Escritório,Arte,174.95,5,0.0,45.487
Primeira Classe,Consumidor,Louisville,Kentucky,40214,Sul,Itens de Escritório,Armazenamento,826.0,5,0.0,214.76
Classe Padrão,Consumidor,Seattle,Washington,98105,Oeste,Mobílias,Mobiliário,139.58,7,0.0,39.0824
Primeira Classe,Home Office,Kenosha,Wisconsin,53142,Central,Técnologia,Acessórios,399.95,5,0.0,143.982
Segunda Classe,Corporativo,Henderson,Kentucky,42420,Sul,Itens de Escritório,Ficharios,12.39,3,0.0,5.8233
Classe Padrão,Corporativo,Dallas,Texas,75217,Central,Itens de Escritório,Ficharios,760.98,5,0.8,-1141.47
Mesmo Dia,Consumidor,Peoria,Arizona,85345,Oeste,Itens de Escritório,Ficharios,67.86,6,0.7,-45.24
Classe Padrão,Corporativo,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Fixadores,31.504,11,0.2,11.814
Classe Padrão,Corporativo,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Etiquetas,5.04,1,0.2,1.638
Classe Padrão,Corporativo,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Ficharios,39.879,7,0.7,-29.2446
Classe Padrão,Corporativo,Jacksonville,North Carolina,28540,Sul,Mobílias,Mobiliário,4.712,1,0.2,1.4136
Classe Padrão,Consumidor,Los Angeles,California,90032,Oeste,Mobílias,Cadeiras,194.352,3,0.2,19.4352
Primeira Classe,Corporativo,Nashville,Tennessee,37211,Sul,Mobílias,Cadeiras,97.424,2,0.2,10.9602
Classe Padrão,Consumidor,Charlotte,North Carolina,28205,Sul,Itens de Escritório,Armazenamento,704.76,5,0.2,26.4285
Classe Padrão,Consumidor,Charlotte,North Carolina,28205,Sul,Itens de Escritório,Ficharios,27.396,3,0.7,-20.0904
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Itens de Escritório,Fixadores,5.7,5,0.0,2.679
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Mobílias,Mobiliário,14.19,3,0.0,5.5341
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Itens de Escritório,Suprimentos,7.3,2,0.0,2.19
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Técnologia,Acessórios,199.98,2,0.0,75.9924
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Técnologia,Acessórios,144.96,4,0.0,60.8832
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Técnologia,Acessórios,118.0,2,0.0,20.06
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Itens de Escritório,Papel,48.94,1,0.0,24.47
Mesmo Dia,Consumidor,Seattle,Washington,98103,Oeste,Itens de Escritório,Eletrodomésticos,22.66,2,0.0,9.7438
Classe Padrão,Corporativo,Chicago,Illinois,60623,Central,Itens de Escritório,Ficharios,0.836,1,0.8,-1.3376
Classe Padrão,Corporativo,Cincinnati,Ohio,45231,Leste,Itens de Escritório,Papel,30.96,6,0.2,11.223
Classe Padrão,Consumidor,Fort Lauderdale,Florida,33311,Sul,Mobílias,Estantes,723.92,5,0.2,-81.441
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Mobílias,Mobiliário,21.968,4,0.6,-15.9268
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Técnologia,Telefones,619.152,6,0.2,69.6546
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Papel,127.904,7,0.2,41.5688
Segunda Classe,Consumidor,Lakewood,California,90712,Oeste,Mobílias,Mobiliário,94.2,5,0.0,39.564
Primeira Classe,Home Office,San Francisco,California,94122,Oeste,Itens de Escritório,Suprimentos,49.5,5,0.0,13.365
Primeira Classe,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Arte,16.52,5,0.2,1.652
Segunda Classe,Home Office,Seattle,Washington,98115,Oeste,Itens de Escritório,Ficharios,55.36,4,0.2,19.376
Segunda Classe,Home Office,Seattle,Washington,98115,Oeste,Técnologia,Máquinas,11.56,1,0.2,3.757
Segunda Classe,Consumidor,Los Angeles,California,90036,Oeste,Itens de Escritório,Papel,17.12,4,0.0,7.704
Segunda Classe,Consumidor,Cleveland,Ohio,44105,Leste,Mobílias,Mobiliário,182.352,3,0.2,-18.2352
Segunda Classe,Consumidor,Cleveland,Ohio,44105,Leste,Itens de Escritório,Armazenamento,118.16,2,0.2,-25.109
Classe Padrão,Consumidor,Decatur,Illinois,62521,Central,Itens de Escritório,Fixadores,18.368,2,0.2,6.1992
Classe Padrão,Consumidor,Decatur,Illinois,62521,Central,Mobílias,Cadeiras,600.558,3,0.3,-8.5794
Classe Padrão,Consumidor,Decatur,Illinois,62521,Central,Itens de Escritório,Armazenamento,50.352,3,0.2,-8.1822
Classe Padrão,Consumidor,Decatur,Illinois,62521,Central,Itens de Escritório,Arte,28.032,6,0.2,3.504
Classe Padrão,Consumidor,Decatur,Illinois,62521,Central,Mobílias,Mobiliário,7.692,1,0.6,-3.6537
Primeira Classe,Consumidor,Mansfield,Texas,76063,Central,Mobílias,Mesas,517.405,5,0.3,-81.3065
Segunda Classe,Home Office,Houston,Texas,77070,Central,Itens de Escritório,Ficharios,8.608,8,0.8,-13.3424
Segunda Classe,Home Office,Houston,Texas,77070,Central,Técnologia,Acessórios,159.56,5,0.2,33.9065
Segunda Classe,Corporativo,Richmond,Virginia,23223,Sul,Itens de Escritório,Eletrodomésticos,2104.55,7,0.0,694.5015
Segunda Classe,Corporativo,Richmond,Virginia,23223,Sul,Itens de Escritório,Suprimentos,40.7,5,0.0,11.803
Classe Padrão,Home Office,Arlington,Virginia,22204,Sul,Técnologia,Acessórios,47.79,3,0.0,16.2486
Classe Padrão,Consumidor,San Francisco,California,94122,Oeste,Itens de Escritório,Arte,5.16,2,0.0,1.3416
Classe Padrão,Home Office,San Diego,California,92024,Oeste,Técnologia,Acessórios,21.21,7,0.0,4.4541
Segunda Classe,Corporativo,Watertown,New York,13601,Leste,Itens de Escritório,Armazenamento,96.36,6,0.0,25.0536
Mesmo Dia,Corporativo,Los Angeles,California,90036,Oeste,Itens de Escritório,Suprimentos,231.72,2,0.0,11.586
Mesmo Dia,Corporativo,Los Angeles,California,90036,Oeste,Itens de Escritório,Fixadores,17.9,5,0.0,8.95
Mesmo Dia,Corporativo,Los Angeles,California,90036,Oeste,Itens de Escritório,Papel,12.48,2,0.0,5.616
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Arte,8.016,3,0.2,1.1022
Classe Padrão,Corporativo,Akron,Ohio,44312,Leste,Técnologia,Telefones,259.896,2,0.4,-56.3108
Classe Padrão,Corporativo,Akron,Ohio,44312,Leste,Técnologia,Telefones,247.188,2,0.4,-49.4376
Classe Padrão,Corporativo,Akron,Ohio,44312,Leste,Técnologia,Acessórios,279.96,5,0.2,48.993
Classe Padrão,Home Office,San Francisco,California,94110,Oeste,Técnologia,Acessórios,450.0,5,0.0,162.0
Segunda Classe,Home Office,Grand Rapids,Michigan,49505,Central,Itens de Escritório,Papel,19.44,3,0.0,9.5256
Segunda Classe,Home Office,San Francisco,California,94109,Oeste,Mobílias,Mesas,300.904,1,0.2,11.2839
Classe Padrão,Corporativo,Nashville,Tennessee,37211,Sul,Técnologia,Telefones,239.976,3,0.2,26.9973
Classe Padrão,Corporativo,Nashville,Tennessee,37211,Sul,Mobílias,Mobiliário,31.168,4,0.2,9.3504
Classe Padrão,Corporativo,Nashville,Tennessee,37211,Sul,Mobílias,Mesas,120.96,2,0.4,-28.224
Classe Padrão,Corporativo,Nashville,Tennessee,37211,Sul,Técnologia,Telefones,2239.936,8,0.2,223.9936
Classe Padrão,Corporativo,Nashville,Tennessee,37211,Sul,Itens de Escritório,Eletrodomésticos,76.608,8,0.2,6.7032
Classe Padrão,Corporativo,Nashville,Tennessee,37211,Sul,Itens de Escritório,Armazenamento,142.776,1,0.2,17.847
Classe Padrão,Corporativo,Nashville,Tennessee,37211,Sul,Itens de Escritório,Papel,91.36,5,0.2,29.692
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Eletrodomésticos,3.552,2,0.2,0.444
Primeira Classe,Consumidor,Houston,Texas,77041,Central,Técnologia,Telefones,115.136,8,0.2,11.5136
Classe Padrão,Home Office,Reno,Nevada,89502,Oeste,Itens de Escritório,Fixadores,4.71,1,0.0,0.0
Classe Padrão,Home Office,New York City,New York,10009,Leste,Mobílias,Cadeiras,172.764,2,0.1,13.4372
Classe Padrão,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Arte,3.52,2,0.0,1.6896
Primeira Classe,Corporativo,Los Angeles,California,90008,Oeste,Técnologia,Telefones,79.968,4,0.2,-17.9928
Primeira Classe,Corporativo,Los Angeles,California,90008,Oeste,Mobílias,Estantes,305.9745,3,0.15,25.1979
Primeira Classe,Corporativo,Los Angeles,California,90008,Oeste,Itens de Escritório,Armazenamento,344.91,3,0.0,10.3473
Classe Padrão,Consumidor,San Diego,California,92037,Oeste,Mobílias,Mesas,626.352,3,0.2,-23.4882
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Mobílias,Estantes,359.499,3,0.15,-29.6058
Classe Padrão,Corporativo,San Diego,California,92105,Oeste,Técnologia,Telefones,71.952,6,0.2,5.3964
Classe Padrão,Corporativo,San Diego,California,92105,Oeste,Itens de Escritório,Ficharios,29.8,5,0.2,9.3125
Segunda Classe,Corporativo,Elyria,Ohio,44035,Leste,Itens de Escritório,Ficharios,1.824,1,0.7,-1.3984
Segunda Classe,Home Office,Houston,Texas,77070,Central,Itens de Escritório,Eletrodomésticos,64.384,4,0.8,-160.96
Segunda Classe,Home Office,Houston,Texas,77070,Central,Mobílias,Mobiliário,6.984,2,0.6,-4.5396
Segunda Classe,Home Office,Houston,Texas,77070,Central,Itens de Escritório,Arte,11.264,8,0.2,3.9424
Segunda Classe,Home Office,Houston,Texas,77070,Central,Itens de Escritório,Papel,15.552,3,0.2,5.6376
Segunda Classe,Home Office,Houston,Texas,77070,Central,Mobílias,Cadeiras,379.372,2,0.3,-119.2312
Segunda Classe,Home Office,Houston,Texas,77070,Central,Itens de Escritório,Armazenamento,67.536,9,0.2,6.7536
Segunda Classe,Home Office,Houston,Texas,77070,Central,Itens de Escritório,Ficharios,1.524,2,0.8,-2.667
Segunda Classe,Home Office,Miami,Florida,33178,Sul,Itens de Escritório,Papel,37.408,7,0.2,13.0928
Segunda Classe,Home Office,Miami,Florida,33178,Sul,Itens de Escritório,Papel,25.344,6,0.2,8.8704
Classe Padrão,Consumidor,Seattle,Washington,98115,Oeste,Itens de Escritório,Arte,46.2,4,0.0,21.252
Classe Padrão,Corporativo,Murfreesboro,Tennessee,37130,Sul,Técnologia,Acessórios,4.728,3,0.2,0.7092
Classe Padrão,Corporativo,Murfreesboro,Tennessee,37130,Sul,Mobílias,Mobiliário,53.352,3,0.2,16.0056
Classe Padrão,Corporativo,Murfreesboro,Tennessee,37130,Sul,Mobílias,Estantes,131.104,2,0.2,8.194
Classe Padrão,Corporativo,Murfreesboro,Tennessee,37130,Sul,Itens de Escritório,Armazenamento,22.512,3,0.2,2.2512
Classe Padrão,Corporativo,Murfreesboro,Tennessee,37130,Sul,Técnologia,Acessórios,72.744,7,0.2,-12.7302
Classe Padrão,Corporativo,Saint Louis,Missouri,63116,Central,Itens de Escritório,Suprimentos,52.59,3,0.0,15.777
Segunda Classe,Corporativo,Seattle,Washington,98105,Oeste,Itens de Escritório,Papel,19.44,3,0.0,9.3312
Segunda Classe,Corporativo,Seattle,Washington,98105,Oeste,Mobílias,Mobiliário,126.3,3,0.0,40.416
Segunda Classe,Corporativo,Seattle,Washington,98105,Oeste,Técnologia,Acessórios,1287.45,5,0.0,244.6155
Segunda Classe,Corporativo,New York City,New York,10024,Leste,Itens de Escritório,Armazenamento,64.96,4,0.0,9.744
Classe Padrão,Corporativo,Woodbury,Minnesota,55125,Central,Itens de Escritório,Armazenamento,535.41,3,0.0,160.623
Classe Padrão,Corporativo,Chattanooga,Tennessee,37421,Sul,Itens de Escritório,Ficharios,8.1,5,0.7,-5.94
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Arte,13.248,4,0.2,3.6432
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19140,Leste,Técnologia,Telefones,83.988,2,0.4,-20.997
Primeira Classe,Consumidor,Lafayette,Louisiana,70506,Sul,Itens de Escritório,Arte,73.2,5,0.0,21.228
Mesmo Dia,Home Office,Lawrence,Indiana,46226,Central,Itens de Escritório,Ficharios,10.74,3,0.0,5.1552
Primeira Classe,Consumidor,Hillsboro,Oregon,97123,Oeste,Mobílias,Mobiliário,11.032,1,0.2,3.0338
Primeira Classe,Consumidor,Hillsboro,Oregon,97123,Oeste,Técnologia,Acessórios,53.04,3,0.2,-4.641
Segunda Classe,Home Office,Cambridge,Massachusetts,2138,Leste,Itens de Escritório,Arte,17.12,4,0.0,4.9648
Segunda Classe,Home Office,Cambridge,Massachusetts,2138,Leste,Itens de Escritório,Papel,59.94,3,0.0,28.1718
Classe Padrão,Corporativo,San Diego,California,92105,Oeste,Mobílias,Mobiliário,210.58,2,0.0,12.6348
Classe Padrão,Corporativo,San Diego,California,92105,Oeste,Itens de Escritório,Ficharios,30.96,2,0.2,10.062
Classe Padrão,Corporativo,San Diego,California,92105,Oeste,Técnologia,Máquinas,239.984,2,0.2,38.9974
Primeira Classe,Consumidor,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,3050.376,3,0.2,1143.891
Primeira Classe,Consumidor,New York City,New York,10009,Leste,Técnologia,Telefones,133.98,2,0.0,33.495
Classe Padrão,Home Office,Tallahassee,Florida,32303,Sul,Itens de Escritório,Papel,93.248,4,0.2,31.4712
Classe Padrão,Home Office,Tallahassee,Florida,32303,Sul,Técnologia,Telefones,177.48,3,0.2,19.9665
Primeira Classe,Consumidor,Toledo,Ohio,43615,Leste,Itens de Escritório,Etiquetas,17.712,6,0.2,5.9778
Primeira Classe,Consumidor,Toledo,Ohio,43615,Leste,Itens de Escritório,Ficharios,4.86,3,0.7,-3.564
Primeira Classe,Consumidor,Toledo,Ohio,43615,Leste,Itens de Escritório,Ficharios,6.258,2,0.7,-5.215
Classe Padrão,Corporativo,Columbia,Maryland,21044,Leste,Itens de Escritório,Eletrodomésticos,37.68,2,0.0,10.5504
Classe Padrão,Corporativo,Columbia,Maryland,21044,Leste,Itens de Escritório,Papel,51.84,8,0.0,24.8832
Classe Padrão,Corporativo,Columbia,Maryland,21044,Leste,Mobílias,Mobiliário,27.42,3,0.0,9.3228
Classe Padrão,Corporativo,Columbia,Maryland,21044,Leste,Itens de Escritório,Ficharios,5.4,3,0.0,2.592
Classe Padrão,Home Office,Atlanta,Georgia,30318,Sul,Itens de Escritório,Ficharios,1270.99,1,0.0,635.495
Classe Padrão,Home Office,Atlanta,Georgia,30318,Sul,Itens de Escritório,Envelopes,125.36,8,0.0,58.9192
Classe Padrão,Consumidor,Sacramento,California,95823,Oeste,Itens de Escritório,Armazenamento,14.03,1,0.0,4.0687
Classe Padrão,Consumidor,Sacramento,California,95823,Oeste,Itens de Escritório,Suprimentos,27.96,2,0.0,7.2696
Classe Padrão,Corporativo,Fort Worth,Texas,76106,Central,Itens de Escritório,Arte,5.344,2,0.2,0.7348
Classe Padrão,Corporativo,Fort Worth,Texas,76106,Central,Itens de Escritório,Ficharios,1.696,2,0.8,-2.544
Classe Padrão,Corporativo,Fort Worth,Texas,76106,Central,Itens de Escritório,Eletrodomésticos,24.588,3,0.8,-67.617
Classe Padrão,Corporativo,Fort Worth,Texas,76106,Central,Itens de Escritório,Ficharios,7.98,5,0.8,-13.167
Classe Padrão,Consumidor,Columbus,Ohio,43229,Leste,Técnologia,Acessórios,288.0,4,0.2,57.6
Mesmo Dia,Home Office,Louisville,Colorado,80027,Oeste,Técnologia,Telefones,146.952,3,0.2,9.1845
Mesmo Dia,Home Office,Louisville,Colorado,80027,Oeste,Mobílias,Cadeiras,83.136,4,0.2,5.196
Primeira Classe,Corporativo,Raleigh,North Carolina,27604,Sul,Itens de Escritório,Eletrodomésticos,942.784,4,0.2,94.2784
Primeira Classe,Corporativo,Raleigh,North Carolina,27604,Sul,Itens de Escritório,Papel,74.352,3,0.2,23.235
Classe Padrão,Home Office,New York City,New York,10024,Leste,Itens de Escritório,Eletrodomésticos,26.88,6,0.0,6.72
Classe Padrão,Home Office,New York City,New York,10024,Leste,Itens de Escritório,Ficharios,10.896,2,0.2,3.8136
Segunda Classe,Home Office,Chicago,Illinois,60623,Central,Itens de Escritório,Arte,3.536,2,0.2,0.3094
Primeira Classe,Corporativo,Huntsville,Texas,77340,Central,Mobílias,Cadeiras,528.43,5,0.3,0.0
Primeira Classe,Corporativo,Huntsville,Texas,77340,Central,Itens de Escritório,Papel,41.472,8,0.2,14.5152
Classe Padrão,Corporativo,New York City,New York,10024,Leste,Mobílias,Estantes,287.976,3,0.2,7.1994
Segunda Classe,Consumidor,Salem,Oregon,97301,Oeste,Itens de Escritório,Armazenamento,29.304,3,0.2,2.5641
Primeira Classe,Corporativo,Houston,Texas,77070,Central,Itens de Escritório,Arte,55.328,2,0.2,6.2244
Primeira Classe,Corporativo,Houston,Texas,77070,Central,Mobílias,Estantes,1227.9984,6,0.32,-36.1176
Classe Padrão,Corporativo,Twin Falls,Idaho,83301,Oeste,Itens de Escritório,Ficharios,20.416,4,0.2,6.6352
Classe Padrão,Corporativo,Twin Falls,Idaho,83301,Oeste,Mobílias,Mesas,1128.39,3,0.0,259.5297
Classe Padrão,Home Office,Knoxville,Tennessee,37918,Sul,Itens de Escritório,Etiquetas,4.608,2,0.2,1.6704
Classe Padrão,Corporativo,Phoenix,Arizona,85023,Oeste,Técnologia,Telefones,195.96,5,0.2,19.596
Classe Padrão,Corporativo,Phoenix,Arizona,85023,Oeste,Itens de Escritório,Papel,15.552,3,0.2,5.4432
Classe Padrão,Corporativo,Phoenix,Arizona,85023,Oeste,Técnologia,Acessórios,271.968,4,0.2,54.3936
Classe Padrão,Consumidor,Monroe,North Carolina,28110,Sul,Mobílias,Cadeiras,698.352,3,0.2,52.3764
Classe Padrão,Consumidor,Monroe,North Carolina,28110,Sul,Mobílias,Estantes,77.728,2,0.2,-3.8864
Classe Padrão,Corporativo,Richmond,Virginia,23223,Sul,Itens de Escritório,Ficharios,46.62,9,0.0,21.4452
Classe Padrão,Consumidor,Houston,Texas,77041,Central,Técnologia,Telefones,537.544,7,0.2,47.0351
Primeira Classe,Corporativo,Los Angeles,California,90008,Oeste,Itens de Escritório,Etiquetas,14.62,2,0.0,6.8714
Primeira Classe,Corporativo,Los Angeles,California,90008,Oeste,Itens de Escritório,Fixadores,22.55,5,0.0,8.7945
Primeira Classe,Corporativo,Los Angeles,California,90008,Oeste,Técnologia,Telefones,583.8,5,0.2,72.975
Primeira Classe,Corporativo,Los Angeles,California,90008,Oeste,Técnologia,Telefones,211.168,4,0.2,15.8376
Classe Padrão,Consumidor,Orem,Utah,84057,Oeste,Itens de Escritório,Papel,12.96,2,0.0,6.2208
Classe Padrão,Consumidor,Orem,Utah,84057,Oeste,Itens de Escritório,Arte,45.98,2,0.0,12.8744
Classe Padrão,Home Office,Burlington,Vermont,5408,Leste,Técnologia,Telefones,1294.75,5,0.0,336.635
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Técnologia,Copiadoras,1799.97,5,0.4,239.996
Classe Padrão,Corporativo,Chicago,Illinois,60623,Central,Itens de Escritório,Papel,10.688,2,0.2,3.7408
Primeira Classe,Consumidor,Oklahoma City,Oklahoma,73120,Central,Técnologia,Telefones,221.98,2,0.0,62.1544
Primeira Classe,Consumidor,Oklahoma City,Oklahoma,73120,Central,Mobílias,Estantes,341.96,2,0.0,54.7136
Primeira Classe,Corporativo,New York City,New York,10035,Leste,Técnologia,Acessórios,34.77,3,0.0,11.4741
Primeira Classe,Corporativo,New York City,New York,10035,Leste,Itens de Escritório,Etiquetas,18.9,3,0.0,8.694
Classe Padrão,Consumidor,Salt Lake City,Utah,84106,Oeste,Itens de Escritório,Ficharios,102.72,3,0.2,37.236
Classe Padrão,Corporativo,Utica,New York,13501,Leste,Mobílias,Mobiliário,40.48,2,0.0,14.5728
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Ficharios,33.282,3,0.7,-27.735
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Técnologia,Telefones,118.65,5,0.4,19.775
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Etiquetas,14.76,5,0.2,4.9815
Classe Padrão,Corporativo,Los Angeles,California,90004,Oeste,Itens de Escritório,Papel,37.52,4,0.0,18.0096
Classe Padrão,Corporativo,Jackson,Michigan,49201,Central,Itens de Escritório,Eletrodomésticos,207.144,3,0.1,48.3336
Classe Padrão,Corporativo,Jackson,Michigan,49201,Central,Itens de Escritório,Arte,13.9,5,0.0,3.753
Classe Padrão,Corporativo,Glendale,Arizona,85301,Oeste,Mobílias,Cadeiras,266.352,3,0.2,13.3176
Segunda Classe,Consumidor,Wilmington,Delaware,19805,Leste,Técnologia,Telefones,307.98,2,0.0,89.3142
Segunda Classe,Consumidor,Wilmington,Delaware,19805,Leste,Itens de Escritório,Papel,44.1,6,0.0,20.727
Segunda Classe,Consumidor,Wilmington,Delaware,19805,Leste,Itens de Escritório,Arte,13.12,4,0.0,5.6416
Segunda Classe,Consumidor,Wilmington,Delaware,19805,Leste,Itens de Escritório,Envelopes,16.56,2,0.0,7.7832
Segunda Classe,Consumidor,Wilmington,Delaware,19805,Leste,Itens de Escritório,Papel,38.88,6,0.0,18.6624
Classe Padrão,Consumidor,Austin,Texas,78745,Central,Itens de Escritório,Papel,335.52,4,0.2,117.432
Classe Padrão,Consumidor,Orlando,Florida,32839,Sul,Técnologia,Copiadoras,959.984,2,0.2,311.9948
Classe Padrão,Consumidor,Orlando,Florida,32839,Sul,Itens de Escritório,Ficharios,4.086,2,0.7,-2.9964
Classe Padrão,Consumidor,Orlando,Florida,32839,Sul,Itens de Escritório,Arte,55.984,2,0.2,4.1988
Classe Padrão,Consumidor,Orlando,Florida,32839,Sul,Itens de Escritório,Papel,10.688,2,0.2,3.7408
Segunda Classe,Consumidor,Reading,Pennsylvania,19601,Leste,Itens de Escritório,Envelopes,8.856,3,0.2,2.8782
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Etiquetas,6.912,3,0.2,2.5056
Segunda Classe,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Papel,26.72,5,0.2,9.352
Segunda Classe,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Papel,33.488,7,0.2,10.465
Classe Padrão,Corporativo,Saint Charles,Missouri,63301,Central,Itens de Escritório,Papel,10.56,2,0.0,4.752
Primeira Classe,Corporativo,Indianapolis,Indiana,46203,Central,Itens de Escritório,Armazenamento,386.34,2,0.0,54.0876
Segunda Classe,Corporativo,Seattle,Washington,98115,Oeste,Itens de Escritório,Ficharios,33.44,10,0.2,11.704
Classe Padrão,Home Office,Harrisonburg,Virginia,22801,Sul,Mobílias,Mobiliário,39.96,2,0.0,14.3856
Classe Padrão,Consumidor,Rochester,New York,14609,Leste,Itens de Escritório,Ficharios,1217.568,2,0.2,456.588
Classe Padrão,Home Office,Sandy Springs,Georgia,30328,Sul,Itens de Escritório,Armazenamento,15.51,1,0.0,3.8775
Classe Padrão,Home Office,Sandy Springs,Georgia,30328,Sul,Técnologia,Telefones,89.9,2,0.0,25.172
Classe Padrão,Home Office,Sandy Springs,Georgia,30328,Sul,Itens de Escritório,Arte,14.28,4,0.0,3.7128
Classe Padrão,Home Office,Sandy Springs,Georgia,30328,Sul,Itens de Escritório,Arte,12.72,3,0.0,4.9608
Classe Padrão,Home Office,Sandy Springs,Georgia,30328,Sul,Itens de Escritório,Etiquetas,15.75,5,0.0,7.56
Segunda Classe,Corporativo,Los Angeles,California,90004,Oeste,Itens de Escritório,Arte,70.95,3,0.0,18.447
Segunda Classe,Corporativo,Los Angeles,California,90004,Oeste,Itens de Escritório,Ficharios,65.568,2,0.2,23.7684
Segunda Classe,Corporativo,Los Angeles,California,90004,Oeste,Técnologia,Acessórios,299.97,3,0.0,131.9868
Classe Padrão,Corporativo,San Francisco,California,94110,Oeste,Técnologia,Acessórios,89.97,3,0.0,39.5868
